model,DOI,Article Title,Label,baseline_prediction,methods_prediction,baseline_input_tokens,methods_input_tokens,token_delta,baseline_generated_tokens,methods_generated_tokens,baseline_elapsed_seconds,methods_elapsed_seconds,elapsed_delta_seconds,baseline_peak_allocated_mb,methods_peak_allocated_mb,peak_allocated_delta_mb,baseline_peak_reserved_mb,methods_peak_reserved_mb,peak_reserved_delta_mb
Qwen/Qwen3.5-9B,10.1016/j.jece.2023.109302,Treatment of laundry wastewater by different processes: Optimization and life cycle assessment,1,1,1,523,1024,501,4,4,0.43447080720216036,0.5066430978477001,0.07217229064553976,7502.68798828125,7606.013671875,103.32568359375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2024.141624,Performance and life cycle assessment of moving-bed biofilm and integrated fixed-film reactors to upgrade activated sludge systems,1,1,1,679,1024,345,4,4,0.4633974772877991,0.4886270868591964,0.025229609571397305,7533.42236328125,7606.013671875,72.59130859375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.energy.2022.126294,"Energy, environment and economy assessment of sewage sludge incineration technologies in China",1,1,1,508,1024,516,4,4,1.9379727831110358,0.4932507621124387,-1.4447220209985971,7493.26220703125,7606.013671875,112.75146484375,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.ese.2023.100258,Environmental sustainability opportunity and socio-economic cost analyses of phosphorus recovery from sewage sludge,1,1,1,651,1024,373,4,4,0.4735569078475237,0.49847490806132555,0.02491800021380186,7530.78173828125,7606.013671875,75.23193359375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2021.146834,Resilience and life cycle assessment of ion exchange process for ammonium removal from municipal wastewater,1,1,1,649,1024,375,4,4,1.9394396776333451,0.49117298191413283,-1.4482666957192123,7530.59423828125,7606.013671875,75.41943359375,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2019.118768,Evaluation of different practices to estimate construction inventories for life cycle assessment of small to medium wastewater treatment plants,1,1,1,676,1024,348,4,4,0.45057814940810204,0.4858306203968823,0.03525247098878026,7533.1396484375,7606.013671875,72.8740234375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2022.159915,Life cycle environmental impacts of using food waste liquid fodder as an alternative for pig feeding in a conventional Cuban farm,1,1,1,586,1024,438,4,4,2.0352129978127778,0.4916243511252105,-1.5435886466875672,7516.64111328125,7606.013671875,89.37255859375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2022.130680,Environmental and economic performances of municipal solid waste incineration fly ash low-temperature utilization: An integrated hybrid life cycle assessment,1,1,1,530,1024,494,4,4,0.4496409338898957,0.4871886158362031,0.03754768194630742,7503.34912109375,7606.013671875,102.66455078125,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2022.132668,"Phenolic-rich bio-oil production by microwave catalytic pyrolysis of switchgrass: Experimental study, life cycle assessment, and economic analysis",1,1,1,685,1024,339,4,4,0.5991724370978773,1.5822631791234016,0.9830907420255244,7533.9892578125,7606.013671875,72.0244140625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.ecoleng.2024.107423,Assessing the effect of local characteristics on environmental impacts of Constructed Wetlands by regionalized life cycle assessment,1,1,1,454,1024,570,4,4,0.4315855819731951,0.4996267012320459,0.06804111925885081,7488.1689453125,7606.013671875,117.8447265625,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2024.140845,Carbon-based composites in advanced wastewater treatment: A life cycle assessment of TiO2 and GO-TiO2 solar photocatalysis,1,1,1,508,1024,516,4,4,0.4337723683565855,0.7784136943519115,0.34464132599532604,7493.26220703125,7606.013671875,112.75146484375,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2024.120711,Life cycle assessment and technoeconomic analysis of biofuels produced from polyculture microalgae cultivated in greywater,1,1,1,489,1024,535,4,4,0.42998880008235574,0.5104118050076067,0.08042300492525101,7491.4716796875,7606.013671875,114.5419921875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jwpe.2024.106493,A pilot trial-based life cycle assessment of self-forming dynamic membrane bioreactor (SFDMBR) and comparative analysis with conventional treatment processes,1,1,1,561,1024,463,4,4,0.41067675687372684,0.6007125535979867,0.19003579672425985,7506.27392578125,7606.013671875,99.73974609375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.dwt.2024.100364,Performances of constructed wetland system to treat whey and dairy wastewater during a macrophytes life cycle,0,0,0,587,1024,437,4,4,0.444573781453073,0.48559639090672135,0.04102260945364833,7516.73486328125,7606.013671875,89.27880859375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2014.03.004,Proposed model for assessing the contribution of the indicators obtained from the analysis of life-cycle inventory to the generation of industry innovation,1,1,1,504,1024,520,4,4,0.43790997890755534,0.48572925198823214,0.047819273080676794,7492.88427734375,7606.013671875,113.12939453125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.spc.2024.04.016,A review of techno-economic analyses and life cycle greenhouse gas emissions of biomass-to-hydrocarbon drop-in fuels,1,1,1,604,1024,420,4,4,1.9765435000881553,0.487273670732975,-1.4892698293551803,7518.337890625,7606.013671875,87.67578125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2020.138138,Microalgae based biofertilizer: A life cycle approach,1,1,1,524,1024,500,4,4,0.454075220040977,0.48674199264496565,0.03266677260398865,7502.78173828125,7606.013671875,103.23193359375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2016.04.057,Economic and environmental sustainability of an AnMBR treating urban wastewater and organic fraction of municipal solid waste,1,1,1,473,1024,551,4,4,1.920066642574966,0.4878000020980835,-1.4322666404768825,7489.96240234375,7606.013671875,116.05126953125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2018.07.006,Life cycle assessment of multi-product dairy processing using Irish butter and milk powders as an example,1,1,1,624,1024,400,4,4,0.4407215090468526,0.491778114810586,0.05105660576373339,7520.2236328125,7606.013671875,85.7900390625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2015.05.085,The co-processing of municipal waste in a cement kiln in Mexico. A life-cycle assessment approach,1,1,1,564,1024,460,4,4,0.433971730992198,1.7301569660194218,1.2961852350272238,7506.55517578125,7606.013671875,99.45849609375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2010.05.018,Life cycle inventory analysis of biological hydrogen production by thermophilic and photo fermentation of potato steam peels (PSP),1,1,1,465,872,407,4,4,0.4262603633105755,0.48033748287707567,0.05407711956650019,7489.2080078125,7575.65673828125,86.44873046875,7508.0,7608.0,100.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2019.117999,Evaluation of future food waste management alternatives in Istanbul from the life cycle assessment perspective,1,1,1,559,1024,465,4,4,0.4380035768263042,0.6497446880675852,0.21174111124128103,7506.0830078125,7606.013671875,99.9306640625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.rser.2019.109371,"Life cycle assessment, energy balance and sensitivity analysis of bioethanol production from microalgae in a tropical country",1,1,1,627,1024,397,4,4,0.4421770069748163,0.4902107990346849,0.048033792059868574,7520.50830078125,7606.013671875,85.50537109375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2023.164407,Assessing life-cycle GHG emissions of recycled paper products under imported solid waste ban in China: A case study,1,1,1,581,1024,443,4,4,0.44138202676549554,0.4921421390026808,0.05076011223718524,7516.16943359375,7606.013671875,89.84423828125,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.watres.2021.116957,Life-cycle cost analysis of a hybrid algae-based biological desalination - low pressure reverse osmosis system,0,0,0,720,1024,304,4,4,1.981366862077266,0.5215874155983329,-1.459779446478933,7545.29833984375,7606.013671875,60.71533203125,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.envres.2020.110640,Environmental implications of stored cattle slurry treatment with sulphuric acid and biochar: A life cycle assessment approach,1,1,1,698,1024,326,4,4,0.44772660406306386,0.48921849578619003,0.04149189172312617,7535.2158203125,7606.013671875,70.7978515625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2022.160841,A comparative LCA of three WWTPs in a tourist area: Effects of seasonal loading rate variations,1,1,1,617,1024,407,4,4,1.904833473265171,0.49489116482436657,-1.4099423084408045,7519.56591796875,7606.013671875,86.44775390625,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2023.165122,Environmental assessment of on-site source-separated wastewater treatment and reuse systems for resource recovery in a sustainable sanitation view,1,1,1,629,1024,395,4,4,0.4600430130958557,0.4853453850373626,0.025302371941506863,7520.697265625,7606.013671875,85.31640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.spc.2022.03.021,Waste-to-energy innovative system: Assessment of integrating anaerobic digestion and pyrolysis technologies,1,1,1,544,1024,480,4,4,1.8616189798340201,0.4877195591107011,-1.373899420723319,7504.66748046875,7606.013671875,101.34619140625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2023.139356,Life cycle assessment of a decoupled biofloc aquaponics facility across seasons,1,1,1,605,1024,419,4,4,0.44749884167686105,0.48948306823149323,0.04198422655463219,7518.43310546875,7606.013671875,87.58056640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2020.122113,The feasibility analysis of cement kiln as an MSW treatment infrastructure: From a life cycle environmental impact perspective,1,1,1,596,1024,428,4,4,0.4449535761959851,1.8358776136301458,1.3909240374341607,7517.58349609375,7606.013671875,88.43017578125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jhazmat.2022.130632,A comparative life-cycle assessment and cost analysis of biofilters amended with sludge-based activated carbon and commercial activated carbon for stormwater treatment,1,1,1,558,1024,466,4,4,0.43775339517742395,0.4990684757940471,0.06131508061662316,7505.9892578125,7606.013671875,100.0244140625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2012.12.033,Environmental assessment of urban water cycle on Mediterranean conditions by LCA approach,1,1,1,604,1024,420,4,4,0.4720969093032181,1.9876279039308429,1.5155309946276248,7518.337890625,7606.013671875,87.67578125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2018.05.220,Sustainability assessment of wastewater reuse alternatives using the evidential reasoning approach,1,1,1,1019,1024,5,4,4,0.5016225222498178,0.4855366609990597,-0.01608586125075817,7605.54345703125,7606.013671875,0.47021484375,7624.0,7624.0,0.0
Qwen/Qwen3.5-9B,10.1016/j.ecmx.2022.100178,Production of marine biofuels from hydrothermal liquefaction of sewage sludge. Preliminary techno-economic analysis and life-cycle GHG emissions assessment of Dutch case study,1,1,1,584,1024,440,4,4,0.4473792342469096,2.019083473365754,1.5717042391188443,7516.45068359375,7606.013671875,89.56298828125,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2020.122672,Prospective life cycle assessment for sustainable synthesis design of organic/inorganic composites for water treatment,1,1,1,682,1024,342,4,4,0.45965912472456694,0.4953152649104595,0.03565614018589258,7533.70654296875,7606.013671875,72.30712890625,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.watres.2024.121141,Systematic assessment of wastewater resource circularity and sustainable value creation,1,1,1,484,1024,540,4,4,0.40872738184407353,0.5080127636902034,0.0992853818461299,7490.99853515625,7606.013671875,115.01513671875,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2023.118593,"Extensive comparison of methods for removal of organic halogen compounds from pharmaceutical process wastewaters with life cycle, PESTLE, and multi-criteria decision analyses",1,1,1,603,1024,421,4,4,0.44891343591734767,0.4894288149662316,0.040515379048883915,7518.244140625,7606.013671875,87.76953125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.apenergy.2014.01.051,Distributed and micro-generation from biogas and agricultural application of sewage sludge: Comparative environmental performance analysis using life cycle approaches,1,1,1,800,1024,224,4,4,0.4794834363274276,0.4897209629416466,0.01023752661421895,7560.85498046875,7606.013671875,45.15869140625,7584.0,7624.0,40.0
Qwen/Qwen3.5-9B,10.1016/j.resconrec.2020.104821,Environmental performance analysis on resource multiple life-cycle recycling system: Evidence from waste pet bottles in China,1,1,1,606,1024,418,4,4,0.4538803459145129,0.4879538267850876,0.03407348087057471,7518.52685546875,7606.013671875,87.48681640625,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2023.140342,Integrating life cycle assessment and health risk assessment of direct and indirect exposure (case study: A combined cycle power plant),1,1,1,638,1024,386,4,4,0.45095456996932626,0.4863237040117383,0.03536913404241204,7521.54541015625,7606.013671875,84.46826171875,7542.0,7624.0,82.0
Qwen/Qwen3.5-9B,10.1016/j.biortech.2024.131881,Comparing continuous and perfusion cultivation of microalgae on recirculating aquaculture system effluent water,1,1,1,438,1024,586,4,4,1.9125913609750569,0.4881892176344991,-1.4244021433405578,7478.650390625,7606.013671875,127.36328125,7486.0,7626.0,140.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2014.07.022,Life cycle assessment of alternative bedpans - a case of comparing disposable and reusable devices,1,1,1,541,1024,483,4,4,0.4628558121621609,0.48519178619608283,0.022335974033921957,7504.38623046875,7606.013671875,101.62744140625,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2022.116370,Comparative Economic and Life Cycle Analysis of Future Water Supply Mix Scenarios for Hong Kong-A Water Scarce City,1,1,1,546,1024,478,4,4,1.9774908786639571,0.49552338011562824,-1.4819674985483289,7504.8583984375,7606.013671875,101.1552734375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2021.125871,Comparative life cycle assessment of three alternative techniques for increasing potable water supply in cities in the Global South,1,1,1,780,1024,244,4,4,0.5116310310550034,0.49767879815772176,-0.013952232897281647,7558.96923828125,7606.013671875,47.04443359375,7584.0,7624.0,40.0
Qwen/Qwen3.5-9B,10.1016/j.eti.2024.103916,Eco-efficient cadmium(II) removal from water using alcohol distillate waste: A study of life cycle assessment,1,1,1,562,1024,462,4,4,1.8698362167924643,0.48944283090531826,-1.380393385887146,7506.36767578125,7606.013671875,99.64599609375,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2012.02.010,Life cycle based analysis of demands and emissions for residential water-using appliances,1,1,1,453,1024,571,4,4,0.43189084716141224,0.49293437181040645,0.06104352464899421,7488.0751953125,7606.013671875,117.9384765625,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.scitotenv.2023.167051,Life cycle assessment of fermentative production of lactic acid from bread waste based on process modelling using pinch technology,1,1,1,476,1024,548,4,4,0.40941134886816144,1.970084996894002,1.5606736480258405,7490.24365234375,7606.013671875,115.77001953125,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2013.01.026,Comparative LCA of sewage sludge valorisation as both fuel and raw material substitute in clinker production,1,1,1,514,1024,510,4,4,0.4369681170210242,0.4997796840034425,0.0628115669824183,7501.83984375,7606.013671875,104.173828125,7522.0,7624.0,102.0
Qwen/Qwen3.5-9B,10.1016/j.envint.2019.105266,Characterization of implementation limits and identification of optimization strategies for sustainable water resource recovery through life cycle impact analysis,1,1,1,507,1024,517,4,4,0.4312514108605683,1.9944193558767438,1.5631679450161755,7493.16845703125,7606.013671875,112.84521484375,7508.0,7628.0,120.0
Qwen/Qwen3.5-9B,10.1016/j.jenvman.2021.114364,Life cycle assessment and society willingness to pay indexes of food waste-to-energy strategies,1,1,1,647,1024,377,4,4,0.45164143899455667,0.4907542918808758,0.03911285288631916,7530.40380859375,7606.013671875,75.60986328125,7564.0,7624.0,60.0
Qwen/Qwen3.5-9B,10.1016/j.spc.2018.08.003,Environmental evaluation of concrete with sewage sludge ash based on LCA,1,1,1,600,1024,424,4,4,0.46080348221585155,0.4966418561525643,0.03583837393671274,7517.9599609375,7606.013671875,88.0537109375,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.enconman.2024.119066,Life cycle and techno-economic analyses of biofuels production via anaerobic digestion and amine scrubbing CO2 capture,1,1,1,595,1024,429,4,4,0.4546289690770209,0.48971181316301227,0.03508284408599138,7517.48974609375,7606.013671875,88.52392578125,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.jclepro.2023.140458,Process simulation and life cycle assessment of hydrometallurgical recycling routes of waste printed circuit boards,1,1,1,635,1024,389,4,4,0.49099622666835785,0.4844208569265902,-0.006575369741767645,7521.2626953125,7606.013671875,84.7509765625,7544.0,7624.0,80.0
Qwen/Qwen3.5-9B,10.1016/j.envint.2020.106139,Evaluating the environmental impacts of stabilization and solidification technologies for managing hazardous wastes through life cycle assessment: A case study of Hong Kong,1,1,1,551,1024,473,4,4,1.9776926338672638,0.48485613288357854,-1.4928365009836853,7505.32861328125,7606.013671875,100.68505859375,7522.0,7624.0,102.0
